TS;Test;Model;Target Band;Target Freq;Target mW;Target dBm;Info;mW;dBm;dif_mW;dif_dBm
1623850208000000000;20210616_1623849663;EACHINE_TX805;A;5865;600,0;27,78;Teststand, bench band-A pwr-all;414,59;26,18;-185,41;-1,61
1623850208000000000;20210616_1623849663;EACHINE_TX805;A;5865;600,0;27,78;Teststand, bench band-A pwr-all;415,42;26,18;-184,58;-1,6
1623850209000000000;20210616_1623849663;EACHINE_TX805;A;5865;600,0;27,78;Teststand, bench band-A pwr-all;415,04;26,18;-184,96;-1,6
1623850209000000000;20210616_1623849663;EACHINE_TX805;A;5865;600,0;27,78;Teststand, bench band-A pwr-all;414,76;26,18;-185,24;-1,6
1623850209000000000;20210616_1623849663;EACHINE_TX805;A;5865;600,0;27,78;Teststand, bench band-A pwr-all;414,29;26,17;-185,71;-1,61
1623850210000000000;20210616_1623849663;EACHINE_TX805;A;5865;600,0;27,78;Teststand, bench band-A pwr-all;414,95;26,18;-185,05;-1,6
1623850210000000000;20210616_1623849663;EACHINE_TX805;A;5865;600,0;27,78;Teststand, bench band-A pwr-all;414,65;26,18;-185,35;-1,61
1623850211000000000;20210616_1623849663;EACHINE_TX805;A;5865;600,0;27,78;Teststand, bench band-A pwr-all;414,7;26,18;-185,3;-1,6
1623850211000000000;20210616_1623849663;EACHINE_TX805;A;5865;600,0;27,78;Teststand, bench band-A pwr-all;413,82;26,17;-186,18;-1,61
1623850211000000000;20210616_1623849663;EACHINE_TX805;A;5865;600,0;27,78;Teststand, bench band-A pwr-all;413,82;26,17;-186,18;-1,61
1623850212000000000;20210616_1623849663;EACHINE_TX805;A;5865;600,0;27,78;Teststand, bench band-A pwr-all;414,48;26,18;-185,52;-1,61
1623850212000000000;20210616_1623849663;EACHINE_TX805;A;5865;600,0;27,78;Teststand, bench band-A pwr-all;413,43;26,16;-186,57;-1,62
1623850213000000000;20210616_1623849663;EACHINE_TX805;A;5865;600,0;27,78;Teststand, bench band-A pwr-all;413,1;26,16;-186,9;-1,62
1623850213000000000;20210616_1623849663;EACHINE_TX805;A;5865;600,0;27,78;Teststand, bench band-A pwr-all;413,6;26,17;-186,4;-1,62
1623850213000000000;20210616_1623849663;EACHINE_TX805;A;5865;600,0;27,78;Teststand, bench band-A pwr-all;414,12;26,17;-185,88;-1,61
1623850214000000000;20210616_1623849663;EACHINE_TX805;A;5865;600,0;27,78;Teststand, bench band-A pwr-all;413,71;26,17;-186,29;-1,62
1623850214000000000;20210616_1623849663;EACHINE_TX805;A;5865;600,0;27,78;Teststand, bench band-A pwr-all;413,57;26,17;-186,43;-1,62
1623850215000000000;20210616_1623849663;EACHINE_TX805;A;5865;600,0;27,78;Teststand, bench band-A pwr-all;414,01;26,17;-185,99;-1,61
1623850215000000000;20210616_1623849663;EACHINE_TX805;A;5865;600,0;27,78;Teststand, bench band-A pwr-all;413,65;26,17;-186,35;-1,62
1623850215000000000;20210616_1623849663;EACHINE_TX805;A;5865;600,0;27,78;Teststand, bench band-A pwr-all;413,57;26,17;-186,43;-1,62
1623850216000000000;20210616_1623849663;EACHINE_TX805;A;5865;600,0;27,78;Teststand, bench band-A pwr-all;413,49;26,16;-186,51;-1,62
1623850216000000000;20210616_1623849663;EACHINE_TX805;A;5865;600,0;27,78;Teststand, bench band-A pwr-all;413,6;26,17;-186,4;-1,62
1623850217000000000;20210616_1623849663;EACHINE_TX805;A;5865;600,0;27,78;Teststand, bench band-A pwr-all;412,58;26,16;-187,42;-1,63
1623850217000000000;20210616_1623849663;EACHINE_TX805;A;5865;600,0;27,78;Teststand, bench band-A pwr-all;413,24;26,16;-186,76;-1,62
1623850217000000000;20210616_1623849663;EACHINE_TX805;A;5865;600,0;27,78;Teststand, bench band-A pwr-all;413,02;26,16;-186,98;-1,62
1623850218000000000;20210616_1623849663;EACHINE_TX805;A;5865;600,0;27,78;Teststand, bench band-A pwr-all;412,8;26,16;-187,2;-1,62
1623850218000000000;20210616_1623849663;EACHINE_TX805;A;5865;600,0;27,78;Teststand, bench band-A pwr-all;413,05;26,16;-186,95;-1,62
1623850219000000000;20210616_1623849663;EACHINE_TX805;A;5865;600,0;27,78;Teststand, bench band-A pwr-all;413,02;26,16;-186,98;-1,62
1623850219000000000;20210616_1623849663;EACHINE_TX805;A;5865;600,0;27,78;Teststand, bench band-A pwr-all;412,22;26,15;-187,78;-1,63
1623850219000000000;20210616_1623849663;EACHINE_TX805;A;5865;600,0;27,78;Teststand, bench band-A pwr-all;412,47;26,15;-187,53;-1,63
1623850220000000000;20210616_1623849663;EACHINE_TX805;A;5865;600,0;27,78;Teststand, bench band-A pwr-all;412,72;26,16;-187,28;-1,63
1623850220000000000;20210616_1623849663;EACHINE_TX805;A;5865;600,0;27,78;Teststand, bench band-A pwr-all;413,13;26,16;-186,87;-1,62
1623850221000000000;20210616_1623849663;EACHINE_TX805;A;5865;600,0;27,78;Teststand, bench band-A pwr-all;412,75;26,16;-187,25;-1,63
1623850221000000000;20210616_1623849663;EACHINE_TX805;A;5865;600,0;27,78;Teststand, bench band-A pwr-all;412,61;26,16;-187,39;-1,63
1623850221000000000;20210616_1623849663;EACHINE_TX805;A;5865;600,0;27,78;Teststand, bench band-A pwr-all;412,83;26,16;-187,17;-1,62
1623850222000000000;20210616_1623849663;EACHINE_TX805;A;5865;600,0;27,78;Teststand, bench band-A pwr-all;412,61;26,16;-187,39;-1,63
1623850222000000000;20210616_1623849663;EACHINE_TX805;A;5865;600,0;27,78;Teststand, bench band-A pwr-all;411,95;26,15;-188,05;-1,63
1623850223000000000;20210616_1623849663;EACHINE_TX805;A;5865;600,0;27,78;Teststand, bench band-A pwr-all;411,29;26,14;-188,71;-1,64
1623850230000000000;20210616_1623849663;EACHINE_TX805;A;5845;600,0;27,78;Teststand, bench band-A pwr-all;412,31;26,15;-187,69;-1,63
1623850230000000000;20210616_1623849663;EACHINE_TX805;A;5845;600,0;27,78;Teststand, bench band-A pwr-all;412,69;26,16;-187,31;-1,63
1623850231000000000;20210616_1623849663;EACHINE_TX805;A;5845;600,0;27,78;Teststand, bench band-A pwr-all;412,22;26,15;-187,78;-1,63
1623850231000000000;20210616_1623849663;EACHINE_TX805;A;5845;600,0;27,78;Teststand, bench band-A pwr-all;411,73;26,15;-188,27;-1,64
1623850232000000000;20210616_1623849663;EACHINE_TX805;A;5845;600,0;27,78;Teststand, bench band-A pwr-all;411,68;26,15;-188,32;-1,64
1623850232000000000;20210616_1623849663;EACHINE_TX805;A;5845;600,0;27,78;Teststand, bench band-A pwr-all;411,48;26,14;-188,52;-1,64
1623850232000000000;20210616_1623849663;EACHINE_TX805;A;5845;600,0;27,78;Teststand, bench band-A pwr-all;411,87;26,15;-188,13;-1,63
1623850233000000000;20210616_1623849663;EACHINE_TX805;A;5845;600,0;27,78;Teststand, bench band-A pwr-all;412,06;26,15;-187,94;-1,63
1623850233000000000;20210616_1623849663;EACHINE_TX805;A;5845;600,0;27,78;Teststand, bench band-A pwr-all;411,79;26,15;-188,21;-1,64
1623850234000000000;20210616_1623849663;EACHINE_TX805;A;5845;600,0;27,78;Teststand, bench band-A pwr-all;411,21;26,14;-188,79;-1,64
1623850234000000000;20210616_1623849663;EACHINE_TX805;A;5845;600,0;27,78;Teststand, bench band-A pwr-all;411,48;26,14;-188,52;-1,64
1623850234000000000;20210616_1623849663;EACHINE_TX805;A;5845;600,0;27,78;Teststand, bench band-A pwr-all;411,37;26,14;-188,63;-1,64
1623850235000000000;20210616_1623849663;EACHINE_TX805;A;5845;600,0;27,78;Teststand, bench band-A pwr-all;411,02;26,14;-188,98;-1,64
1623850235000000000;20210616_1623849663;EACHINE_TX805;A;5845;600,0;27,78;Teststand, bench band-A pwr-all;411,18;26,14;-188,82;-1,64
1623850236000000000;20210616_1623849663;EACHINE_TX805;A;5845;600,0;27,78;Teststand, bench band-A pwr-all;410,8;26,14;-189,2;-1,65
1623850236000000000;20210616_1623849663;EACHINE_TX805;A;5845;600,0;27,78;Teststand, bench band-A pwr-all;411,21;26,14;-188,79;-1,64
1623850236000000000;20210616_1623849663;EACHINE_TX805;A;5845;600,0;27,78;Teststand, bench band-A pwr-all;411,37;26,14;-188,63;-1,64
1623850237000000000;20210616_1623849663;EACHINE_TX805;A;5845;600,0;27,78;Teststand, bench band-A pwr-all;410,99;26,14;-189,01;-1,64
1623850237000000000;20210616_1623849663;EACHINE_TX805;A;5845;600,0;27,78;Teststand, bench band-A pwr-all;411,04;26,14;-188,96;-1,64
1623850237000000000;20210616_1623849663;EACHINE_TX805;A;5845;600,0;27,78;Teststand, bench band-A pwr-all;410,88;26,14;-189,12;-1,64
1623850238000000000;20210616_1623849663;EACHINE_TX805;A;5845;600,0;27,78;Teststand, bench band-A pwr-all;411,26;26,14;-188,74;-1,64
1623850238000000000;20210616_1623849663;EACHINE_TX805;A;5845;600,0;27,78;Teststand, bench band-A pwr-all;410,83;26,14;-189,17;-1,65
1623850239000000000;20210616_1623849663;EACHINE_TX805;A;5845;600,0;27,78;Teststand, bench band-A pwr-all;410,99;26,14;-189,01;-1,64
1623850239000000000;20210616_1623849663;EACHINE_TX805;A;5845;600,0;27,78;Teststand, bench band-A pwr-all;410,66;26,13;-189,34;-1,65
1623850239000000000;20210616_1623849663;EACHINE_TX805;A;5845;600,0;27,78;Teststand, bench band-A pwr-all;410,61;26,13;-189,39;-1,65
1623850240000000000;20210616_1623849663;EACHINE_TX805;A;5845;600,0;27,78;Teststand, bench band-A pwr-all;410,52;26,13;-189,48;-1,65
1623850240000000000;20210616_1623849663;EACHINE_TX805;A;5845;600,0;27,78;Teststand, bench band-A pwr-all;410,5;26,13;-189,5;-1,65
1623850241000000000;20210616_1623849663;EACHINE_TX805;A;5845;600,0;27,78;Teststand, bench band-A pwr-all;410,85;26,14;-189,15;-1,65
1623850241000000000;20210616_1623849663;EACHINE_TX805;A;5845;600,0;27,78;Teststand, bench band-A pwr-all;410,91;26,14;-189,09;-1,64
1623850241000000000;20210616_1623849663;EACHINE_TX805;A;5845;600,0;27,78;Teststand, bench band-A pwr-all;410,17;26,13;-189,83;-1,65
1623850242000000000;20210616_1623849663;EACHINE_TX805;A;5845;600,0;27,78;Teststand, bench band-A pwr-all;410,33;26,13;-189,67;-1,65
1623850242000000000;20210616_1623849663;EACHINE_TX805;A;5845;600,0;27,78;Teststand, bench band-A pwr-all;410,25;26,13;-189,75;-1,65
1623850243000000000;20210616_1623849663;EACHINE_TX805;A;5845;600,0;27,78;Teststand, bench band-A pwr-all;410,06;26,13;-189,94;-1,65
1623850243000000000;20210616_1623849663;EACHINE_TX805;A;5845;600,0;27,78;Teststand, bench band-A pwr-all;409,57;26,12;-190,43;-1,66
1623850243000000000;20210616_1623849663;EACHINE_TX805;A;5845;600,0;27,78;Teststand, bench band-A pwr-all;409,32;26,12;-190,68;-1,66
1623850244000000000;20210616_1623849663;EACHINE_TX805;A;5845;600,0;27,78;Teststand, bench band-A pwr-all;410,09;26,13;-189,91;-1,65
1623850244000000000;20210616_1623849663;EACHINE_TX805;A;5845;600,0;27,78;Teststand, bench band-A pwr-all;409,38;26,12;-190,62;-1,66
1623850245000000000;20210616_1623849663;EACHINE_TX805;A;5845;600,0;27,78;Teststand, bench band-A pwr-all;409,92;26,13;-190,08;-1,65
1623850245000000000;20210616_1623849663;EACHINE_TX805;A;5845;600,0;27,78;Teststand, bench band-A pwr-all;409,38;26,12;-190,62;-1,66
1623850245000000000;20210616_1623849663;EACHINE_TX805;A;5845;600,0;27,78;Teststand, bench band-A pwr-all;409,3;26,12;-190,7;-1,66
1623850246000000000;20210616_1623849663;EACHINE_TX805;A;5845;600,0;27,78;Teststand, bench band-A pwr-all;409,65;26,12;-190,35;-1,66
1623850246000000000;20210616_1623849663;EACHINE_TX805;A;5845;600,0;27,78;Teststand, bench band-A pwr-all;409,84;26,13;-190,16;-1,66
1623850247000000000;20210616_1623849663;EACHINE_TX805;A;5845;600,0;27,78;Teststand, bench band-A pwr-all;409,46;26,12;-190,54;-1,66
1623850247000000000;20210616_1623849663;EACHINE_TX805;A;5845;600,0;27,78;Teststand, bench band-A pwr-all;409,54;26,12;-190,46;-1,66
1623850247000000000;20210616_1623849663;EACHINE_TX805;A;5845;600,0;27,78;Teststand, bench band-A pwr-all;409,51;26,12;-190,49;-1,66
1623850248000000000;20210616_1623849663;EACHINE_TX805;A;5845;600,0;27,78;Teststand, bench band-A pwr-all;408,75;26,11;-191,25;-1,67
1623850248000000000;20210616_1623849663;EACHINE_TX805;A;5845;600,0;27,78;Teststand, bench band-A pwr-all;409,11;26,12;-190,89;-1,66
1623850249000000000;20210616_1623849663;EACHINE_TX805;A;5845;600,0;27,78;Teststand, bench band-A pwr-all;408,86;26,12;-191,14;-1,67
1623850249000000000;20210616_1623849663;EACHINE_TX805;A;5845;600,0;27,78;Teststand, bench band-A pwr-all;409,08;26,12;-190,92;-1,66
1623850249000000000;20210616_1623849663;EACHINE_TX805;A;5845;600,0;27,78;Teststand, bench band-A pwr-all;408,34;26,11;-191,66;-1,67
1623850255000000000;20210616_1623849663;EACHINE_TX805;A;5825;600,0;27,78;Teststand, bench band-A pwr-all;365,59;25,63;-234,41;-2,15
1623850255000000000;20210616_1623849663;EACHINE_TX805;A;5825;600,0;27,78;Teststand, bench band-A pwr-all;365,08;25,62;-234,92;-2,16
1623850256000000000;20210616_1623849663;EACHINE_TX805;A;5825;600,0;27,78;Teststand, bench band-A pwr-all;364,74;25,62;-235,26;-2,16
1623850256000000000;20210616_1623849663;EACHINE_TX805;A;5825;600,0;27,78;Teststand, bench band-A pwr-all;364,3;25,61;-235,7;-2,17
1623850256000000000;20210616_1623849663;EACHINE_TX805;A;5825;600,0;27,78;Teststand, bench band-A pwr-all;364,71;25,62;-235,29;-2,16
1623850257000000000;20210616_1623849663;EACHINE_TX805;A;5825;600,0;27,78;Teststand, bench band-A pwr-all;364,79;25,62;-235,21;-2,16
1623850257000000000;20210616_1623849663;EACHINE_TX805;A;5825;600,0;27,78;Teststand, bench band-A pwr-all;364,47;25,62;-235,53;-2,17
1623850258000000000;20210616_1623849663;EACHINE_TX805;A;5825;600,0;27,78;Teststand, bench band-A pwr-all;364,08;25,61;-235,92;-2,17
1623850258000000000;20210616_1623849663;EACHINE_TX805;A;5825;600,0;27,78;Teststand, bench band-A pwr-all;364,35;25,62;-235,65;-2,17
1623850258000000000;20210616_1623849663;EACHINE_TX805;A;5825;600,0;27,78;Teststand, bench band-A pwr-all;364,76;25,62;-235,24;-2,16
1623850259000000000;20210616_1623849663;EACHINE_TX805;A;5825;600,0;27,78;Teststand, bench band-A pwr-all;364,06;25,61;-235,94;-2,17
1623850259000000000;20210616_1623849663;EACHINE_TX805;A;5825;600,0;27,78;Teststand, bench band-A pwr-all;363,86;25,61;-236,14;-2,17
1623850260000000000;20210616_1623849663;EACHINE_TX805;A;5825;600,0;27,78;Teststand, bench band-A pwr-all;363,98;25,61;-236,02;-2,17
1623850260000000000;20210616_1623849663;EACHINE_TX805;A;5825;600,0;27,78;Teststand, bench band-A pwr-all;363,96;25,61;-236,04;-2,17
1623850260000000000;20210616_1623849663;EACHINE_TX805;A;5825;600,0;27,78;Teststand, bench band-A pwr-all;364,08;25,61;-235,92;-2,17
1623850261000000000;20210616_1623849663;EACHINE_TX805;A;5825;600,0;27,78;Teststand, bench band-A pwr-all;364,4;25,62;-235,6;-2,17
1623850261000000000;20210616_1623849663;EACHINE_TX805;A;5825;600,0;27,78;Teststand, bench band-A pwr-all;363,77;25,61;-236,23;-2,17
1623850262000000000;20210616_1623849663;EACHINE_TX805;A;5825;600,0;27,78;Teststand, bench band-A pwr-all;364,23;25,61;-235,77;-2,17
1623850262000000000;20210616_1623849663;EACHINE_TX805;A;5825;600,0;27,78;Teststand, bench band-A pwr-all;364,32;25,61;-235,68;-2,17
1623850262000000000;20210616_1623849663;EACHINE_TX805;A;5825;600,0;27,78;Teststand, bench band-A pwr-all;363,96;25,61;-236,04;-2,17
1623850263000000000;20210616_1623849663;EACHINE_TX805;A;5825;600,0;27,78;Teststand, bench band-A pwr-all;363,31;25,6;-236,69;-2,18
1623850263000000000;20210616_1623849663;EACHINE_TX805;A;5825;600,0;27,78;Teststand, bench band-A pwr-all;363,69;25,61;-236,31;-2,17
1623850264000000000;20210616_1623849663;EACHINE_TX805;A;5825;600,0;27,78;Teststand, bench band-A pwr-all;363,69;25,61;-236,31;-2,17
1623850264000000000;20210616_1623849663;EACHINE_TX805;A;5825;600,0;27,78;Teststand, bench band-A pwr-all;363,57;25,61;-236,43;-2,18
1623850264000000000;20210616_1623849663;EACHINE_TX805;A;5825;600,0;27,78;Teststand, bench band-A pwr-all;363,69;25,61;-236,31;-2,17
1623850265000000000;20210616_1623849663;EACHINE_TX805;A;5825;600,0;27,78;Teststand, bench band-A pwr-all;363,16;25,6;-236,84;-2,18
1623850265000000000;20210616_1623849663;EACHINE_TX805;A;5825;600,0;27,78;Teststand, bench band-A pwr-all;363,28;25,6;-236,72;-2,18
1623850266000000000;20210616_1623849663;EACHINE_TX805;A;5825;600,0;27,78;Teststand, bench band-A pwr-all;363,89;25,61;-236,11;-2,17
1623850266000000000;20210616_1623849663;EACHINE_TX805;A;5825;600,0;27,78;Teststand, bench band-A pwr-all;363,62;25,61;-236,38;-2,18
1623850266000000000;20210616_1623849663;EACHINE_TX805;A;5825;600,0;27,78;Teststand, bench band-A pwr-all;363,6;25,61;-236,4;-2,18
1623850267000000000;20210616_1623849663;EACHINE_TX805;A;5825;600,0;27,78;Teststand, bench band-A pwr-all;363,19;25,6;-236,81;-2,18
1623850267000000000;20210616_1623849663;EACHINE_TX805;A;5825;600,0;27,78;Teststand, bench band-A pwr-all;363,31;25,6;-236,69;-2,18
1623850268000000000;20210616_1623849663;EACHINE_TX805;A;5825;600,0;27,78;Teststand, bench band-A pwr-all;363,74;25,61;-236,26;-2,17
1623850268000000000;20210616_1623849663;EACHINE_TX805;A;5825;600,0;27,78;Teststand, bench band-A pwr-all;363,06;25,6;-236,94;-2,18
1623850268000000000;20210616_1623849663;EACHINE_TX805;A;5825;600,0;27,78;Teststand, bench band-A pwr-all;363,38;25,6;-236,62;-2,18
1623850269000000000;20210616_1623849663;EACHINE_TX805;A;5825;600,0;27,78;Teststand, bench band-A pwr-all;363,06;25,6;-236,94;-2,18
1623850269000000000;20210616_1623849663;EACHINE_TX805;A;5825;600,0;27,78;Teststand, bench band-A pwr-all;363,06;25,6;-236,94;-2,18
1623850270000000000;20210616_1623849663;EACHINE_TX805;A;5825;600,0;27,78;Teststand, bench band-A pwr-all;362,87;25,6;-237,13;-2,18
1623850270000000000;20210616_1623849663;EACHINE_TX805;A;5825;600,0;27,78;Teststand, bench band-A pwr-all;362,85;25,6;-237,15;-2,18
1623850270000000000;20210616_1623849663;EACHINE_TX805;A;5825;600,0;27,78;Teststand, bench band-A pwr-all;363,21;25,6;-236,79;-2,18
1623850271000000000;20210616_1623849663;EACHINE_TX805;A;5825;600,0;27,78;Teststand, bench band-A pwr-all;362,85;25,6;-237,15;-2,18
1623850271000000000;20210616_1623849663;EACHINE_TX805;A;5825;600,0;27,78;Teststand, bench band-A pwr-all;362,7;25,6;-237,3;-2,19
1623850272000000000;20210616_1623849663;EACHINE_TX805;A;5825;600,0;27,78;Teststand, bench band-A pwr-all;362,15;25,59;-237,85;-2,19
1623850272000000000;20210616_1623849663;EACHINE_TX805;A;5825;600,0;27,78;Teststand, bench band-A pwr-all;362,92;25,6;-237,08;-2,18
1623850272000000000;20210616_1623849663;EACHINE_TX805;A;5825;600,0;27,78;Teststand, bench band-A pwr-all;362,82;25,6;-237,18;-2,19
1623850273000000000;20210616_1623849663;EACHINE_TX805;A;5825;600,0;27,78;Teststand, bench band-A pwr-all;362,85;25,6;-237,15;-2,18
1623850273000000000;20210616_1623849663;EACHINE_TX805;A;5825;600,0;27,78;Teststand, bench band-A pwr-all;362,94;25,6;-237,06;-2,18
1623850273000000000;20210616_1623849663;EACHINE_TX805;A;5825;600,0;27,78;Teststand, bench band-A pwr-all;361,83;25,59;-238,17;-2,2
1623850274000000000;20210616_1623849663;EACHINE_TX805;A;5825;600,0;27,78;Teststand, bench band-A pwr-all;362,56;25,59;-237,44;-2,19
1623850274000000000;20210616_1623849663;EACHINE_TX805;A;5825;600,0;27,78;Teststand, bench band-A pwr-all;362,53;25,59;-237,47;-2,19
1623850280000000000;20210616_1623849663;EACHINE_TX805;A;5805;600,0;27,78;Teststand, bench band-A pwr-all;359,98;25,56;-240,02;-2,22
1623850280000000000;20210616_1623849663;EACHINE_TX805;A;5805;600,0;27,78;Teststand, bench band-A pwr-all;360,65;25,57;-239,35;-2,21
1623850281000000000;20210616_1623849663;EACHINE_TX805;A;5805;600,0;27,78;Teststand, bench band-A pwr-all;360,89;25,57;-239,11;-2,21
1623850281000000000;20210616_1623849663;EACHINE_TX805;A;5805;600,0;27,78;Teststand, bench band-A pwr-all;360,96;25,57;-239,04;-2,21
1623850282000000000;20210616_1623849663;EACHINE_TX805;A;5805;600,0;27,78;Teststand, bench band-A pwr-all;360,2;25,57;-239,8;-2,22
1623850282000000000;20210616_1623849663;EACHINE_TX805;A;5805;600,0;27,78;Teststand, bench band-A pwr-all;360,17;25,57;-239,83;-2,22
1623850282000000000;20210616_1623849663;EACHINE_TX805;A;5805;600,0;27,78;Teststand, bench band-A pwr-all;360,2;25,57;-239,8;-2,22
1623850283000000000;20210616_1623849663;EACHINE_TX805;A;5805;600,0;27,78;Teststand, bench band-A pwr-all;360,29;25,57;-239,71;-2,22
1623850283000000000;20210616_1623849663;EACHINE_TX805;A;5805;600,0;27,78;Teststand, bench band-A pwr-all;360,2;25,57;-239,8;-2,22
1623850284000000000;20210616_1623849663;EACHINE_TX805;A;5805;600,0;27,78;Teststand, bench band-A pwr-all;359,72;25,56;-240,28;-2,22
1623850284000000000;20210616_1623849663;EACHINE_TX805;A;5805;600,0;27,78;Teststand, bench band-A pwr-all;360,17;25,57;-239,83;-2,22
1623850284000000000;20210616_1623849663;EACHINE_TX805;A;5805;600,0;27,78;Teststand, bench band-A pwr-all;360,41;25,57;-239,59;-2,21
1623850285000000000;20210616_1623849663;EACHINE_TX805;A;5805;600,0;27,78;Teststand, bench band-A pwr-all;360,03;25,56;-239,97;-2,22
1623850285000000000;20210616_1623849663;EACHINE_TX805;A;5805;600,0;27,78;Teststand, bench band-A pwr-all;358,98;25,55;-241,02;-2,23
1623850286000000000;20210616_1623849663;EACHINE_TX805;A;5805;600,0;27,78;Teststand, bench band-A pwr-all;359,36;25,56;-240,64;-2,23
1623850286000000000;20210616_1623849663;EACHINE_TX805;A;5805;600,0;27,78;Teststand, bench band-A pwr-all;359,84;25,56;-240,16;-2,22
1623850286000000000;20210616_1623849663;EACHINE_TX805;A;5805;600,0;27,78;Teststand, bench band-A pwr-all;359,29;25,55;-240,71;-2,23
1623850287000000000;20210616_1623849663;EACHINE_TX805;A;5805;600,0;27,78;Teststand, bench band-A pwr-all;359,88;25,56;-240,12;-2,22
1623850287000000000;20210616_1623849663;EACHINE_TX805;A;5805;600,0;27,78;Teststand, bench band-A pwr-all;359,43;25,56;-240,57;-2,23
1623850288000000000;20210616_1623849663;EACHINE_TX805;A;5805;600,0;27,78;Teststand, bench band-A pwr-all;359,29;25,55;-240,71;-2,23
1623850288000000000;20210616_1623849663;EACHINE_TX805;A;5805;600,0;27,78;Teststand, bench band-A pwr-all;359,12;25,55;-240,88;-2,23
1623850289000000000;20210616_1623849663;EACHINE_TX805;A;5805;600,0;27,78;Teststand, bench band-A pwr-all;359,52;25,56;-240,48;-2,22
1623850289000000000;20210616_1623849663;EACHINE_TX805;A;5805;600,0;27,78;Teststand, bench band-A pwr-all;358,98;25,55;-241,02;-2,23
1623850289000000000;20210616_1623849663;EACHINE_TX805;A;5805;600,0;27,78;Teststand, bench band-A pwr-all;358,16;25,54;-241,84;-2,24
1623850290000000000;20210616_1623849663;EACHINE_TX805;A;5805;600,0;27,78;Teststand, bench band-A pwr-all;359,67;25,56;-240,33;-2,22
1623850290000000000;20210616_1623849663;EACHINE_TX805;A;5805;600,0;27,78;Teststand, bench band-A pwr-all;360,39;25,57;-239,61;-2,21
1623850291000000000;20210616_1623849663;EACHINE_TX805;A;5805;600,0;27,78;Teststand, bench band-A pwr-all;359,79;25,56;-240,21;-2,22
1623850291000000000;20210616_1623849663;EACHINE_TX805;A;5805;600,0;27,78;Teststand, bench band-A pwr-all;358,33;25,54;-241,67;-2,24
1623850291000000000;20210616_1623849663;EACHINE_TX805;A;5805;600,0;27,78;Teststand, bench band-A pwr-all;361,23;25,58;-238,77;-2,2
1623850292000000000;20210616_1623849663;EACHINE_TX805;A;5805;600,0;27,78;Teststand, bench band-A pwr-all;359,64;25,56;-240,36;-2,22
1623850292000000000;20210616_1623849663;EACHINE_TX805;A;5805;600,0;27,78;Teststand, bench band-A pwr-all;359,64;25,56;-240,36;-2,22
1623850293000000000;20210616_1623849663;EACHINE_TX805;A;5805;600,0;27,78;Teststand, bench band-A pwr-all;359,02;25,55;-240,98;-2,23
1623850293000000000;20210616_1623849663;EACHINE_TX805;A;5805;600,0;27,78;Teststand, bench band-A pwr-all;359,26;25,55;-240,74;-2,23
1623850293000000000;20210616_1623849663;EACHINE_TX805;A;5805;600,0;27,78;Teststand, bench band-A pwr-all;359,02;25,55;-240,98;-2,23
1623850294000000000;20210616_1623849663;EACHINE_TX805;A;5805;600,0;27,78;Teststand, bench band-A pwr-all;358,16;25,54;-241,84;-2,24
1623850294000000000;20210616_1623849663;EACHINE_TX805;A;5805;600,0;27,78;Teststand, bench band-A pwr-all;359,33;25,55;-240,67;-2,23
1623850295000000000;20210616_1623849663;EACHINE_TX805;A;5805;600,0;27,78;Teststand, bench band-A pwr-all;359,62;25,56;-240,38;-2,22
1623850295000000000;20210616_1623849663;EACHINE_TX805;A;5805;600,0;27,78;Teststand, bench band-A pwr-all;359,84;25,56;-240,16;-2,22
1623850295000000000;20210616_1623849663;EACHINE_TX805;A;5805;600,0;27,78;Teststand, bench band-A pwr-all;359,84;25,56;-240,16;-2,22
1623850296000000000;20210616_1623849663;EACHINE_TX805;A;5805;600,0;27,78;Teststand, bench band-A pwr-all;360,15;25,56;-239,85;-2,22
1623850296000000000;20210616_1623849663;EACHINE_TX805;A;5805;600,0;27,78;Teststand, bench band-A pwr-all;360,63;25,57;-239,37;-2,21
1623850297000000000;20210616_1623849663;EACHINE_TX805;A;5805;600,0;27,78;Teststand, bench band-A pwr-all;360,39;25,57;-239,61;-2,21
1623850297000000000;20210616_1623849663;EACHINE_TX805;A;5805;600,0;27,78;Teststand, bench band-A pwr-all;361,23;25,58;-238,77;-2,2
1623850297000000000;20210616_1623849663;EACHINE_TX805;A;5805;600,0;27,78;Teststand, bench band-A pwr-all;360,03;25,56;-239,97;-2,22
1623850298000000000;20210616_1623849663;EACHINE_TX805;A;5805;600,0;27,78;Teststand, bench band-A pwr-all;358,35;25,54;-241,65;-2,24
1623850298000000000;20210616_1623849663;EACHINE_TX805;A;5805;600,0;27,78;Teststand, bench band-A pwr-all;359,67;25,56;-240,33;-2,22
1623850299000000000;20210616_1623849663;EACHINE_TX805;A;5805;600,0;27,78;Teststand, bench band-A pwr-all;360,53;25,57;-239,47;-2,21
1623850299000000000;20210616_1623849663;EACHINE_TX805;A;5805;600,0;27,78;Teststand, bench band-A pwr-all;359,0;25,55;-241,0;-2,23
1623850299000000000;20210616_1623849663;EACHINE_TX805;A;5805;600,0;27,78;Teststand, bench band-A pwr-all;359,05;25,55;-240,95;-2,23
1623850300000000000;20210616_1623849663;EACHINE_TX805;A;5805;600,0;27,78;Teststand, bench band-A pwr-all;359,09;25,55;-240,91;-2,23
